Table 1,Offender Count,Ethnicity,Age Group,Police District
1 Age Ethnicity Boundary,1,Maori,50-54,Central
1 Age Ethnicity Boundary,2,Maori,50-54,Central
1 Age Ethnicity Boundary,2,Maori,50-54,Central
1 Age Ethnicity Boundary,1,Maori,55-59,Central
1 Age Ethnicity Boundary,1,Maori,60-64,Central
1 Age Ethnicity Boundary,1,Maori,65-69,Central
1 Age Ethnicity Boundary,1,Maori,65-69,Central
1 Age Ethnicity Boundary,4,Maori,15-19,Central
1 Age Ethnicity Boundary,8,Maori,15-19,Central
1 Age Ethnicity Boundary,4,Maori,15-19,Central
1 Age Ethnicity Boundary,4,Maori,20-24,Central
1 Age Ethnicity Boundary,2,Maori,25-29,Central
1 Age Ethnicity Boundary,5,Maori,25-29,Central
1 Age Ethnicity Boundary,6,Maori,25-29,Central
1 Age Ethnicity Boundary,1,Maori,30-34,Central
1 Age Ethnicity Boundary,10,Maori,30-34,Central
1 Age Ethnicity Boundary,6,Maori,30-34,Central
1 Age Ethnicity Boundary,2,Maori,35-39,Central
1 Age Ethnicity Boundary,1,Maori,40-44,Central
1 Age Ethnicity Boundary,1,Maori,40-44,Central
1 Age Ethnicity Boundary,3,Maori,45-49,Central
1 Age Ethnicity Boundary,1,Maori,45-49,Central
1 Age Ethnicity Boundary,3,Maori,45-49,Central
1 Age Ethnicity Boundary,1,Maori,50-54,Central
1 Age Ethnicity Boundary,1,Maori,50-54,Central
1 Age Ethnicity Boundary,1,Maori,55-59,Central
1 Age Ethnicity Boundary,1,Maori,55-59,Central
1 Age Ethnicity Boundary,1,Maori,55-59,Central
1 Age Ethnicity Boundary,2,Maori,60-64,Central
1 Age Ethnicity Boundary,3,Maori,60-64,Central
1 Age Ethnicity Boundary,1,Maori,60-64,Central
1 Age Ethnicity Boundary,1,Maori,65-69,Central
1 Age Ethnicity Boundary,1,Maori,65-69,Central
1 Age Ethnicity Boundary,1,Maori,70-74,Central
1 Age Ethnicity Boundary,1,Maori,70-74,Central
1 Age Ethnicity Boundary,1,Maori,10-14,Central
1 Age Ethnicity Boundary,1,Maori,15-19,Central
1 Age Ethnicity Boundary,1,Maori,40-44,Central
1 Age Ethnicity Boundary,1,Maori,10-14,Central
1 Age Ethnicity Boundary,1,Maori,10-14,Central
1 Age Ethnicity Boundary,6,Maori,10-14,Central
1 Age Ethnicity Boundary,2,Maori,10-14,Central
1 Age Ethnicity Boundary,6,Maori,10-14,Central
1 Age Ethnicity Boundary,1,Maori,10-14,Central
1 Age Ethnicity Boundary,3,Maori,10-14,Central
1 Age Ethnicity Boundary,3,Maori,10-14,Central
1 Age Ethnicity Boundary,1,Maori,10-14,Central
1 Age Ethnicity Boundary,3,Maori,15-19,Central
1 Age Ethnicity Boundary,10,Maori,15-19,Central
1 Age Ethnicity Boundary,2,Maori,15-19,Central
1 Age Ethnicity Boundary,5,Maori,15-19,Central
1 Age Ethnicity Boundary,2,Maori,15-19,Central
1 Age Ethnicity Boundary,3,Maori,20-24,Central
1 Age Ethnicity Boundary,3,Maori,20-24,Central
1 Age Ethnicity Boundary,2,Maori,20-24,Central
1 Age Ethnicity Boundary,2,Maori,25-29,Central
1 Age Ethnicity Boundary,1,Maori,25-29,Central
1 Age Ethnicity Boundary,1,Maori,25-29,Central
1 Age Ethnicity Boundary,1,Maori,30-34,Central
1 Age Ethnicity Boundary,3,Maori,30-34,Central
1 Age Ethnicity Boundary,4,Maori,30-34,Central
1 Age Ethnicity Boundary,2,Maori,35-39,Central
1 Age Ethnicity Boundary,1,Maori,35-39,Central
1 Age Ethnicity Boundary,1,Maori,35-39,Central
1 Age Ethnicity Boundary,1,Maori,40-44,Central
1 Age Ethnicity Boundary,1,Maori,40-44,Central
1 Age Ethnicity Boundary,1,Maori,45-49,Central
1 Age Ethnicity Boundary,1,Maori,5-9,Central
1 Age Ethnicity Boundary,1,Maori,50-54,Northland
1 Age Ethnicity Boundary,1,Maori,50-54,Northland
1 Age Ethnicity Boundary,1,Maori,65-69,Northland
1 Age Ethnicity Boundary,1,Maori,10-14,Northland
1 Age Ethnicity Boundary,1,Maori,15-19,Northland
1 Age Ethnicity Boundary,1,Maori,25-29,Northland
1 Age Ethnicity Boundary,1,Maori,30-34,Northland
1 Age Ethnicity Boundary,1,Maori,35-39,Northland
1 Age Ethnicity Boundary,1,Maori,45-49,Northland
1 Age Ethnicity Boundary,1,Maori,45-49,Northland
1 Age Ethnicity Boundary,1,Maori,50-54,Northland
1 Age Ethnicity Boundary,3,Maori,55-59,Northland
1 Age Ethnicity Boundary,3,Maori,15-19,Northland
1 Age Ethnicity Boundary,1,Maori,15-19,Northland
1 Age Ethnicity Boundary,1,Maori,20-24,Northland
1 Age Ethnicity Boundary,2,Maori,20-24,Northland
1 Age Ethnicity Boundary,1,Maori,20-24,Northland
1 Age Ethnicity Boundary,4,Maori,20-24,Northland
1 Age Ethnicity Boundary,1,Maori,25-29,Northland
1 Age Ethnicity Boundary,6,Maori,25-29,Northland
1 Age Ethnicity Boundary,1,Maori,30-34,Northland
1 Age Ethnicity Boundary,2,Maori,30-34,Northland
1 Age Ethnicity Boundary,1,Maori,30-34,Northland
1 Age Ethnicity Boundary,2,Maori,35-39,Northland
1 Age Ethnicity Boundary,1,Maori,35-39,Northland
1 Age Ethnicity Boundary,1,Maori,40-44,Northland
1 Age Ethnicity Boundary,1,Maori,40-44,Northland
1 Age Ethnicity Boundary,2,Maori,45-49,Northland
1 Age Ethnicity Boundary,2,Maori,55-59,Northland
1 Age Ethnicity Boundary,1,Maori,65-69,Northland
1 Age Ethnicity Boundary,1,Maori,15-19,Southern
1 Age Ethnicity Boundary,1,Maori,15-19,Southern
1 Age Ethnicity Boundary,1,Maori,25-29,Southern
1 Age Ethnicity Boundary,1,Maori,40-44,Southern
1 Age Ethnicity Boundary,1,Maori,45-49,Southern
1 Age Ethnicity Boundary,2,Maori,15-19,Southern
1 Age Ethnicity Boundary,1,Maori,15-19,Southern
1 Age Ethnicity Boundary,1,Maori,15-19,Southern
1 Age Ethnicity Boundary,1,Maori,20-24,Southern
1 Age Ethnicity Boundary,1,Maori,20-24,Southern
1 Age Ethnicity Boundary,2,Maori,20-24,Southern
1 Age Ethnicity Boundary,1,Maori,20-24,Southern
1 Age Ethnicity Boundary,2,Maori,20-24,Southern
1 Age Ethnicity Boundary,3,Maori,25-29,Southern
1 Age Ethnicity Boundary,3,Maori,25-29,Southern
1 Age Ethnicity Boundary,3,Maori,25-29,Southern
1 Age Ethnicity Boundary,1,Maori,30-34,Southern
1 Age Ethnicity Boundary,1,Maori,35-39,Southern
1 Age Ethnicity Boundary,1,Maori,35-39,Southern
1 Age Ethnicity Boundary,1,Maori,40-44,Southern
1 Age Ethnicity Boundary,3,Maori,40-44,Southern
1 Age Ethnicity Boundary,1,Maori,45-49,Southern
1 Age Ethnicity Boundary,1,Maori,45-49,Southern
1 Age Ethnicity Boundary,1,Maori,45-49,Southern
1 Age Ethnicity Boundary,1,Maori,50-54,Southern
1 Age Ethnicity Boundary,1,Maori,55-59,Southern
1 Age Ethnicity Boundary,1,Maori,55-59,Southern
1 Age Ethnicity Boundary,1,Maori,60-64,Southern
1 Age Ethnicity Boundary,1,Maori,65-69,Southern
1 Age Ethnicity Boundary,1,Maori,15-19,Southern
1 Age Ethnicity Boundary,1,Maori,25-29,Southern
1 Age Ethnicity Boundary,1,Maori,30-34,Southern
1 Age Ethnicity Boundary,1,Maori,45-49,Southern
1 Age Ethnicity Boundary,1,Maori,45-49,Southern
1 Age Ethnicity Boundary,2,Maori,10-14,Southern
1 Age Ethnicity Boundary,1,Maori,10-14,Southern
1 Age Ethnicity Boundary,2,Maori,15-19,Southern
1 Age Ethnicity Boundary,1,Maori,15-19,Southern
1 Age Ethnicity Boundary,1,Maori,15-19,Southern
1 Age Ethnicity Boundary,1,Maori,20-24,Southern
1 Age Ethnicity Boundary,1,Maori,20-24,Southern
1 Age Ethnicity Boundary,1,Maori,25-29,Southern
1 Age Ethnicity Boundary,1,Maori,25-29,Southern
1 Age Ethnicity Boundary,1,Maori,10-14,Southern
1 Age Ethnicity Boundary,1,Maori,10-14,Southern
1 Age Ethnicity Boundary,1,Maori,10-14,Southern
1 Age Ethnicity Boundary,2,Maori,10-14,Southern
1 Age Ethnicity Boundary,2,Maori,15-19,Southern
1 Age Ethnicity Boundary,3,Maori,15-19,Southern
1 Age Ethnicity Boundary,3,Maori,15-19,Southern
1 Age Ethnicity Boundary,1,Maori,15-19,Southern
1 Age Ethnicity Boundary,5,Maori,20-24,Southern
1 Age Ethnicity Boundary,2,Maori,20-24,Southern
1 Age Ethnicity Boundary,1,Maori,25-29,Southern
1 Age Ethnicity Boundary,1,Maori,25-29,Southern
1 Age Ethnicity Boundary,3,Maori,25-29,Southern
1 Age Ethnicity Boundary,3,Maori,30-34,Southern
1 Age Ethnicity Boundary,2,Maori,30-34,Southern
1 Age Ethnicity Boundary,4,Maori,35-39,Southern
1 Age Ethnicity Boundary,2,Maori,35-39,Southern
1 Age Ethnicity Boundary,1,Maori,40-44,Southern
1 Age Ethnicity Boundary,2,Maori,40-44,Southern
1 Age Ethnicity Boundary,3,Maori,40-44,Southern
1 Age Ethnicity Boundary,3,Maori,45-49,Southern
1 Age Ethnicity Boundary,1,Maori,50-54,Southern
1 Age Ethnicity Boundary,3,Maori,50-54,Southern
1 Age Ethnicity Boundary,1,Maori,60-64,Southern
1 Age Ethnicity Boundary,1,Maori,65-69,Southern
1 Age Ethnicity Boundary,1,Maori,15-19,Southern
1 Age Ethnicity Boundary,1,Maori,15-19,Southern
1 Age Ethnicity Boundary,1,Maori,30-34,Southern
1 Age Ethnicity Boundary,1,Maori,40-44,Southern
1 Age Ethnicity Boundary,1,Maori,50-54,Southern
1 Age Ethnicity Boundary,1,Maori,50-54,Southern
1 Age Ethnicity Boundary,1,Maori,15-19,Southern
1 Age Ethnicity Boundary,1,Maori,20-24,Southern
1 Age Ethnicity Boundary,2,Maori,25-29,Southern
1 Age Ethnicity Boundary,1,Maori,25-29,Southern
1 Age Ethnicity Boundary,1,Maori,30-34,Southern
1 Age Ethnicity Boundary,1,Maori,30-34,Southern
1 Age Ethnicity Boundary,1,Maori,30-34,Southern
1 Age Ethnicity Boundary,3,Maori,30-34,Southern
1 Age Ethnicity Boundary,1,Maori,10-14,Tasman
1 Age Ethnicity Boundary,1,Maori,15-19,Tasman
1 Age Ethnicity Boundary,1,Maori,25-29,Tasman
1 Age Ethnicity Boundary,2,Maori,15-19,Tasman
1 Age Ethnicity Boundary,1,Maori,20-24,Tasman
1 Age Ethnicity Boundary,1,Maori,20-24,Tasman
1 Age Ethnicity Boundary,1,Maori,25-29,Tasman
1 Age Ethnicity Boundary,2,Maori,25-29,Tasman
1 Age Ethnicity Boundary,1,Maori,30-34,Tasman
1 Age Ethnicity Boundary,1,Maori,30-34,Tasman
1 Age Ethnicity Boundary,1,Maori,35-39,Tasman
1 Age Ethnicity Boundary,1,Maori,35-39,Tasman
1 Age Ethnicity Boundary,2,Maori,40-44,Tasman
1 Age Ethnicity Boundary,1,Maori,50-54,Tasman
1 Age Ethnicity Boundary,1,Maori,50-54,Tasman
1 Age Ethnicity Boundary,1,Maori,55-59,Tasman
1 Age Ethnicity Boundary,2,Maori,20-24,Tasman
1 Age Ethnicity Boundary,1,Maori,25-29,Tasman
1 Age Ethnicity Boundary,1,Maori,35-39,Tasman
1 Age Ethnicity Boundary,1,Maori,50-54,Tasman
1 Age Ethnicity Boundary,2,Maori,10-14,Tasman
1 Age Ethnicity Boundary,1,Maori,15-19,Tasman
1 Age Ethnicity Boundary,1,Maori,15-19,Tasman
1 Age Ethnicity Boundary,2,Maori,20-24,Tasman
1 Age Ethnicity Boundary,1,Maori,45-49,Tasman
1 Age Ethnicity Boundary,2,Maori,10-14,Tasman
1 Age Ethnicity Boundary,1,Maori,15-19,Tasman
1 Age Ethnicity Boundary,3,Maori,15-19,Tasman
1 Age Ethnicity Boundary,1,Maori,15-19,Tasman
1 Age Ethnicity Boundary,3,Maori,20-24,Tasman
1 Age Ethnicity Boundary,2,Maori,25-29,Tasman
1 Age Ethnicity Boundary,1,Maori,30-34,Tasman
1 Age Ethnicity Boundary,2,Maori,30-34,Tasman
1 Age Ethnicity Boundary,1,Maori,35-39,Tasman
1 Age Ethnicity Boundary,3,Maori,35-39,Tasman
1 Age Ethnicity Boundary,2,Maori,40-44,Tasman
1 Age Ethnicity Boundary,1,Maori,40-44,Tasman
1 Age Ethnicity Boundary,1,Maori,45-49,Tasman
1 Age Ethnicity Boundary,1,Maori,5-9,Tasman
1 Age Ethnicity Boundary,1,Maori,50-54,Tasman
1 Age Ethnicity Boundary,1,Maori,55-59,Tasman
1 Age Ethnicity Boundary,1,Maori,15-19,Tasman
1 Age Ethnicity Boundary,1,Maori,20-24,Tasman
1 Age Ethnicity Boundary,1,Maori,25-29,Tasman
1 Age Ethnicity Boundary,1,Maori,20-24,Tasman
1 Age Ethnicity Boundary,1,Maori,45-49,Tasman
1 Age Ethnicity Boundary,1,Maori,45-49,Tasman
1 Age Ethnicity Boundary,1,Maori,55-59,Tasman
1 Age Ethnicity Boundary,1,Maori,55-59,Tasman
1 Age Ethnicity Boundary,2,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,35-39,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,1,Maori,45-49,Waikato
1 Age Ethnicity Boundary,1,Maori,10-14,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,2,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,2,Maori,20-24,Waikato
1 Age Ethnicity Boundary,7,Maori,20-24,Waikato
1 Age Ethnicity Boundary,3,Maori,20-24,Waikato
1 Age Ethnicity Boundary,1,Maori,20-24,Waikato
1 Age Ethnicity Boundary,1,Maori,20-24,Waikato
1 Age Ethnicity Boundary,3,Maori,25-29,Waikato
1 Age Ethnicity Boundary,1,Maori,25-29,Waikato
1 Age Ethnicity Boundary,1,Maori,25-29,Waikato
1 Age Ethnicity Boundary,5,Maori,30-34,Waikato
1 Age Ethnicity Boundary,1,Maori,30-34,Waikato
1 Age Ethnicity Boundary,1,Maori,30-34,Waikato
1 Age Ethnicity Boundary,2,Maori,30-34,Waikato
1 Age Ethnicity Boundary,1,Maori,35-39,Waikato
1 Age Ethnicity Boundary,1,Maori,35-39,Waikato
1 Age Ethnicity Boundary,1,Maori,35-39,Waikato
1 Age Ethnicity Boundary,2,Maori,35-39,Waikato
1 Age Ethnicity Boundary,1,Maori,35-39,Waikato
1 Age Ethnicity Boundary,3,Maori,35-39,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,2,Maori,45-49,Waikato
1 Age Ethnicity Boundary,1,Maori,45-49,Waikato
1 Age Ethnicity Boundary,3,Maori,45-49,Waikato
1 Age Ethnicity Boundary,1,Maori,45-49,Waikato
1 Age Ethnicity Boundary,1,Maori,55-59,Waikato
1 Age Ethnicity Boundary,1,Maori,55-59,Waikato
1 Age Ethnicity Boundary,1,Maori,55-59,Waikato
1 Age Ethnicity Boundary,1,Maori,60-64,Waikato
1 Age Ethnicity Boundary,1,Maori,60-64,Waikato
1 Age Ethnicity Boundary,1,Maori,70-74,Waikato
1 Age Ethnicity Boundary,1,Maori,10-14,Waikato
1 Age Ethnicity Boundary,2,Maori,10-14,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,3,Maori,20-24,Waikato
1 Age Ethnicity Boundary,1,Maori,20-24,Waikato
1 Age Ethnicity Boundary,1,Maori,25-29,Waikato
1 Age Ethnicity Boundary,2,Maori,25-29,Waikato
1 Age Ethnicity Boundary,1,Maori,25-29,Waikato
1 Age Ethnicity Boundary,1,Maori,30-34,Waikato
1 Age Ethnicity Boundary,1,Maori,30-34,Waikato
1 Age Ethnicity Boundary,2,Maori,35-39,Waikato
1 Age Ethnicity Boundary,2,Maori,35-39,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,2,Maori,45-49,Waikato
1 Age Ethnicity Boundary,4,Maori,10-14,Waikato
1 Age Ethnicity Boundary,1,Maori,10-14,Waikato
1 Age Ethnicity Boundary,1,Maori,10-14,Waikato
1 Age Ethnicity Boundary,2,Maori,10-14,Waikato
1 Age Ethnicity Boundary,2,Maori,15-19,Waikato
1 Age Ethnicity Boundary,3,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,20-24,Waikato
1 Age Ethnicity Boundary,1,Maori,20-24,Waikato
1 Age Ethnicity Boundary,2,Maori,20-24,Waikato
1 Age Ethnicity Boundary,1,Maori,20-24,Waikato
1 Age Ethnicity Boundary,1,Maori,25-29,Waikato
1 Age Ethnicity Boundary,1,Maori,25-29,Waikato
1 Age Ethnicity Boundary,1,Maori,30-34,Waikato
1 Age Ethnicity Boundary,1,Maori,35-39,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,2,Maori,45-49,Waikato
1 Age Ethnicity Boundary,1,Maori,5-9,Waikato
1 Age Ethnicity Boundary,1,Maori,10-14,Waikato
1 Age Ethnicity Boundary,3,Maori,10-14,Waikato
1 Age Ethnicity Boundary,1,Maori,10-14,Waikato
1 Age Ethnicity Boundary,2,Maori,10-14,Waikato
1 Age Ethnicity Boundary,3,Maori,10-14,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,20,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,2,Maori,15-19,Waikato
1 Age Ethnicity Boundary,3,Maori,15-19,Waikato
1 Age Ethnicity Boundary,39,Maori,20-24,Waikato
1 Age Ethnicity Boundary,1,Maori,20-24,Waikato
1 Age Ethnicity Boundary,1,Maori,20-24,Waikato
1 Age Ethnicity Boundary,1,Maori,20-24,Waikato
1 Age Ethnicity Boundary,2,Maori,25-29,Waikato
1 Age Ethnicity Boundary,15,Maori,25-29,Waikato
1 Age Ethnicity Boundary,4,Maori,25-29,Waikato
1 Age Ethnicity Boundary,1,Maori,25-29,Waikato
1 Age Ethnicity Boundary,1,Maori,30-34,Waikato
1 Age Ethnicity Boundary,9,Maori,30-34,Waikato
1 Age Ethnicity Boundary,1,Maori,30-34,Waikato
1 Age Ethnicity Boundary,4,Maori,30-34,Waikato
1 Age Ethnicity Boundary,1,Maori,30-34,Waikato
1 Age Ethnicity Boundary,3,Maori,35-39,Waikato
1 Age Ethnicity Boundary,1,Maori,35-39,Waikato
1 Age Ethnicity Boundary,1,Maori,35-39,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,1,Maori,45-49,Waikato
1 Age Ethnicity Boundary,3,Maori,45-49,Waikato
1 Age Ethnicity Boundary,3,Maori,50-54,Waikato
1 Age Ethnicity Boundary,1,Maori,50-54,Waikato
1 Age Ethnicity Boundary,1,Maori,50-54,Waikato
1 Age Ethnicity Boundary,1,Maori,55-59,Waikato
1 Age Ethnicity Boundary,1,Maori,55-59,Waikato
1 Age Ethnicity Boundary,1,Maori,60-64,Waikato
1 Age Ethnicity Boundary,2,Maori,60-64,Waikato
1 Age Ethnicity Boundary,1,Maori,65-69,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,2,Maori,20-24,Waikato
1 Age Ethnicity Boundary,1,Maori,25-29,Waikato
1 Age Ethnicity Boundary,1,Maori,30-34,Waikato
1 Age Ethnicity Boundary,1,Maori,30-34,Waikato
1 Age Ethnicity Boundary,2,Maori,35-39,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,1,Maori,40-44,Waikato
1 Age Ethnicity Boundary,1,Maori,45-49,Waikato
1 Age Ethnicity Boundary,1,Maori,50-54,Waikato
1 Age Ethnicity Boundary,1,Maori,60-64,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,1,Maori,15-19,Waikato
1 Age Ethnicity Boundary,2,Maori,30-34,Waikato
1 Age Ethnicity Boundary,1,Maori,10-14,Waitemata
1 Age Ethnicity Boundary,2,Maori,15-19,Waitemata
1 Age Ethnicity Boundary,1,Maori,40-44,Waitemata
1 Age Ethnicity Boundary,1,Maori,10-14,Waitemata
1 Age Ethnicity Boundary,1,Maori,10-14,Waitemata
1 Age Ethnicity Boundary,1,Maori,15-19,Waitemata
1 Age Ethnicity Boundary,1,Maori,15-19,Waitemata
1 Age Ethnicity Boundary,1,Maori,20-24,Waitemata
1 Age Ethnicity Boundary,1,Maori,20-24,Waitemata
1 Age Ethnicity Boundary,1,Maori,25-29,Waitemata
1 Age Ethnicity Boundary,1,Maori,25-29,Waitemata
1 Age Ethnicity Boundary,2,Maori,25-29,Waitemata
1 Age Ethnicity Boundary,2,Maori,25-29,Waitemata
1 Age Ethnicity Boundary,1,Maori,30-34,Waitemata
1 Age Ethnicity Boundary,2,Maori,30-34,Waitemata
1 Age Ethnicity Boundary,1,Maori,35-39,Waitemata
1 Age Ethnicity Boundary,1,Maori,35-39,Waitemata
1 Age Ethnicity Boundary,1,Maori,40-44,Waitemata
1 Age Ethnicity Boundary,1,Maori,50-54,Waitemata
1 Age Ethnicity Boundary,1,Maori,50-54,Waitemata
1 Age Ethnicity Boundary,1,Maori,10-14,Waitemata
1 Age Ethnicity Boundary,1,Maori,10-14,Waitemata
1 Age Ethnicity Boundary,1,Maori,10-14,Waitemata
1 Age Ethnicity Boundary,1,Maori,15-19,Waitemata
1 Age Ethnicity Boundary,1,Maori,15-19,Waitemata
1 Age Ethnicity Boundary,1,Maori,15-19,Waitemata
1 Age Ethnicity Boundary,1,Maori,15-19,Waitemata
1 Age Ethnicity Boundary,1,Maori,15-19,Waitemata
1 Age Ethnicity Boundary,2,Maori,20-24,Waitemata
1 Age Ethnicity Boundary,1,Maori,25-29,Waitemata
1 Age Ethnicity Boundary,2,Maori,25-29,Waitemata
1 Age Ethnicity Boundary,1,Maori,35-39,Waitemata
1 Age Ethnicity Boundary,1,Maori,40-44,Waitemata
1 Age Ethnicity Boundary,1,Maori,40-44,Waitemata
1 Age Ethnicity Boundary,1,Maori,65-69,Waitemata
1 Age Ethnicity Boundary,1,Maori,10-14,Waitemata
1 Age Ethnicity Boundary,2,Maori,10-14,Waitemata
1 Age Ethnicity Boundary,2,Maori,20-24,Waitemata
1 Age Ethnicity Boundary,1,Maori,25-29,Waitemata
1 Age Ethnicity Boundary,1,Maori,30-34,Waitemata
1 Age Ethnicity Boundary,1,Maori,40-44,Waitemata
1 Age Ethnicity Boundary,1,Maori,55-59,Waitemata
1 Age Ethnicity Boundary,1,Maori,60-64,Waitemata
1 Age Ethnicity Boundary,1,Maori,15-19,Waitemata
1 Age Ethnicity Boundary,1,Maori,15-19,Waitemata
1 Age Ethnicity Boundary,1,Maori,20-24,Waitemata
1 Age Ethnicity Boundary,3,Maori,20-24,Waitemata
1 Age Ethnicity Boundary,6,Maori,20-24,Waitemata
1 Age Ethnicity Boundary,3,Maori,25-29,Waitemata
1 Age Ethnicity Boundary,1,Maori,25-29,Waitemata
1 Age Ethnicity Boundary,1,Maori,25-29,Waitemata
1 Age Ethnicity Boundary,3,Maori,25-29,Waitemata
1 Age Ethnicity Boundary,1,Maori,30-34,Waitemata
1 Age Ethnicity Boundary,3,Maori,30-34,Waitemata
1 Age Ethnicity Boundary,5,Maori,35-39,Waitemata
1 Age Ethnicity Boundary,2,Maori,40-44,Waitemata
1 Age Ethnicity Boundary,1,Maori,45-49,Waitemata
1 Age Ethnicity Boundary,1,Maori,50-54,Waitemata
1 Age Ethnicity Boundary,1,Maori,50-54,Waitemata
1 Age Ethnicity Boundary,1,Maori,55-59,Waitemata
1 Age Ethnicity Boundary,1,Maori,60-64,Waitemata
1 Age Ethnicity Boundary,1,Maori,60-64,Waitemata
1 Age Ethnicity Boundary,1,Maori,10-14,Waitemata
1 Age Ethnicity Boundary,3,Maori,20-24,Waitemata
1 Age Ethnicity Boundary,1,Maori,25-29,Waitemata
1 Age Ethnicity Boundary,1,Maori,25-29,Waitemata
1 Age Ethnicity Boundary,1,Maori,30-34,Waitemata
1 Age Ethnicity Boundary,1,Maori,35-39,Waitemata
1 Age Ethnicity Boundary,1,Maori,40-44,Waitemata
1 Age Ethnicity Boundary,1,Maori,20-24,Waitemata
1 Age Ethnicity Boundary,1,Maori,15-19,Wellington
1 Age Ethnicity Boundary,1,Maori,15-19,Wellington
1 Age Ethnicity Boundary,1,Maori,15-19,Wellington
1 Age Ethnicity Boundary,1,Maori,15-19,Wellington
1 Age Ethnicity Boundary,1,Maori,15-19,Wellington
1 Age Ethnicity Boundary,2,Maori,15-19,Wellington
1 Age Ethnicity Boundary,1,Maori,15-19,Wellington
1 Age Ethnicity Boundary,2,Maori,15-19,Wellington
1 Age Ethnicity Boundary,2,Maori,20-24,Wellington
1 Age Ethnicity Boundary,3,Maori,20-24,Wellington
1 Age Ethnicity Boundary,2,Maori,20-24,Wellington
1 Age Ethnicity Boundary,1,Maori,20-24,Wellington
1 Age Ethnicity Boundary,1,Maori,20-24,Wellington
1 Age Ethnicity Boundary,1,Maori,20-24,Wellington
1 Age Ethnicity Boundary,3,Maori,20-24,Wellington
1 Age Ethnicity Boundary,2,Maori,25-29,Wellington
1 Age Ethnicity Boundary,2,Maori,25-29,Wellington
1 Age Ethnicity Boundary,1,Maori,25-29,Wellington
1 Age Ethnicity Boundary,1,Maori,25-29,Wellington
1 Age Ethnicity Boundary,1,Maori,25-29,Wellington
1 Age Ethnicity Boundary,1,Maori,30-34,Wellington
1 Age Ethnicity Boundary,1,Maori,30-34,Wellington
1 Age Ethnicity Boundary,1,Maori,30-34,Wellington
1 Age Ethnicity Boundary,1,Maori,30-34,Wellington
1 Age Ethnicity Boundary,1,Maori,30-34,Wellington
1 Age Ethnicity Boundary,3,Maori,35-39,Wellington
1 Age Ethnicity Boundary,2,Maori,35-39,Wellington
1 Age Ethnicity Boundary,1,Maori,35-39,Wellington
1 Age Ethnicity Boundary,1,Maori,35-39,Wellington
1 Age Ethnicity Boundary,1,Maori,35-39,Wellington
1 Age Ethnicity Boundary,2,Maori,35-39,Wellington
1 Age Ethnicity Boundary,1,Maori,40-44,Wellington
1 Age Ethnicity Boundary,1,Maori,40-44,Wellington
1 Age Ethnicity Boundary,1,Maori,45-49,Wellington
1 Age Ethnicity Boundary,2,Maori,45-49,Wellington
